	ENG_e	FR_e	eng_stem	fr_stem	ratio_similarity
5955	uncreative	non créatif	uncr	non créat	46
5956	uncrossable	infranchissable	uncross	infranchiss	44
5957	uncrushable	incassable	uncrush	incass	46
5958	undecidable	indécidable	undecid	indécid	71
5959	undefinable	indéfinissable	undefin	indéfiniss	59
5960	undeliverable	non livrable	undeliver	non livr	59
5961	undemonstrative	peu démonstratif	undemonstr	peu démonstr	73
5962	undeniable	indéniable	undeni	indéni	67
5963	undercarriage	châssis	undercarriag	châss	12
5964	underdone	pas assez cuit	underdon	pas assez cuit	9
5965	underestimate	sous-estimer	underestim	sous-estim	60
5966	underframe	châssis	underfram	châss	0
5967	undergone	subi	undergon	sub	18
5968	undergraduate	premier cycle	undergradu	premier cycl	18
5969	underlie	sous-tendre	underli	sous-tendr	47
5970	underline	souligner	underlin	soulign	53
5971	undermine	saper	undermin	sap	0
5972	underperformance	sous-performance	underperform	sous-perform	67
5973	underrate	méconnaître	underr	méconnaîtr	25
5974	underside	dessous	undersid	dessous	40
5975	understandable	compréhensible	understand	compréhensibl	17
5976	understate	minimiser	underst	minimis	29
5977	undertake	entreprendre	undertak	entreprendr	32
5978	undertone	voix basse	underton	voix b	14
5979	underwrite	souscrire	underwrit	souscrir	35
5980	underwrote	souscrit	underwrot	souscr	27
5981	undesirable	indésirable	undesir	indésir	71
5982	undetectable	indétectable	undetect	indétect	75
5983	undiagnosable	impossible à diagnostiquer	undiagnos	impossible à diagnostiqu	42
5984	undone	défait	undon	def	25
5985	undrinkable	imbuvable	undrink	imbuv	17
5986	undroppable	imparable	undropp	impar	17
5987	undue	indu	undu	indu	75
5988	undulate	onduler	undul	ondul	80
5989	unease	malaise	uneas	malais	36
5990	uneatable	immangeable	uneat	immange	33
5991	unelectable	non sélectionnable	unelect	non sélection	50
5992	unemployable	inemployable	unemploy	inemploi	75
5993	unendurable	insupportable	unendur	insupport	25
5994	unenforceable	inapplicable	unenforc	inapplic	25
5995	unenviable	peu enviable	unenvi	peu envi	71
5996	unexceptionable	irréprochable	unexception	irréproch	10
5997	unexplainable	inexplicable	unexplain	inexplic	71
5998	unfalsifiable	infalsifiable	unfalsifi	infalsifi	89
5999	unfashionable	démodé	unfashion	démod	14
6000	unfathomable	insondable	unfathom	insond	29
6001	unfavourable	défavorable	unfavour	défavor	67
6002	unfeasible	impraticable	unfeas	impratic	14
6003	unfeminine	non féminin	unfeminin	non féminin	70
6004	unfetchable	inaccessible	unfetch	inaccessibl	22
6005	unfordable	indisponible	unford	indisponibl	24
6006	unforeseeable	imprévisible	unforese	imprévisibl	21
6007	unforgettable	inoubliable	unforgett	inoubli	12
6008	unforgivable	impardonnable	unforgiv	impardon	12
6009	unfortunate	malheureux	unfortun	malheur	27
6010	unfreeze	dégeler	unfreez	dégel	17
6011	unfulfillable	irrécupérable	unfulfil	irrécuper	12
6012	ungovernable	ingouvernable	ungovern	ingouvern	82
6013	unguessable	inimaginable	unguess	inimagin	27
6014	unhinge	démonter	unhing	démont	17
6015	unicycle	monocycle	unicycl	monocycl	67
6016	unidentifiable	non identifiable	unidentifi	non identifi	82
6017	unifiable	unifiable	unifi	unifi	100
6018	unimaginable	inimaginable	unimagin	inimagin	88
6019	unimaginative	sans imagination	unimagin	sans imagin	74
6020	unimpeachable	irréprochable	unimpeach	irréproch	44
6021	unimplementable	inimplémentable	unimplement	inimplément	82
6022	unimportance	sans importance	unimport	sans import	74
6023	unimpressive	peu impressionnant	unimpress	peu impression	70
6024	uninformative	peu informatif	uninform	peu inform	78
6025	uninhabitable	inhabitable	uninhabit	inhabit	88
6026	uninsurable	non assurable	uninsur	non assur	62
6027	unintelligible	inintelligible	unintellig	inintelligibl	78
6028	uninterpretable	ininterprétable	uninterpret	ininterpret	91
6029	unintuitive	peu intuitif	unintuit	peu intuit	78
6030	unique	unique	uniqu	uniqu	100
6031	unite	unir	unit	unir	75
6032	universe	univers	univers	univer	92
6033	unjustifiable	injustifiable	unjustifi	injustifi	89
6034	unknowable	inconnaissable	unknow	inconnaiss	25
6035	unlace	délacer	unlac	délac	60
6036	unladylike	pas à la mode	unladylik	pas à la mod	29
6037	unlike	contrairement à	unlik	contrairement à	20
6038	unlikeable	peu aimable	unlik	peu aim	33
6039	unloose	desserrer	unloos	desserr	15
6040	unlovable	inamovible	unlov	inamovibl	43
6041	unmade	défait	unmad	def	25
6042	unmaintainable	non maintenable	unmaintain	non mainten	67
6043	unmanageable	ingérable	unmanag	inger	33
6044	unmatchable	incomparable	unmatch	incompar	40
6045	unmeasurable	incommensurable	unmeasur	incommensur	63
6046	unmeetable	impossible à rencontrer	unmeet	impossible à rencontr	15
6047	unmemorable	immémorable	unmemor	immémor	57
6048	unmentionable	inavouable	unmention	inavou	13
6049	unmissable	incontournable	unmiss	incontourn	25
6050	unmistakable	indubitable	unmistak	indubit	40
6051	unmistakeable	indéniable	unmistak	indéni	29
6052	unmodifiable	non modifiable	unmodifi	non modifi	78
6053	unnavigable	non navigable	unnavig	non navig	75
6054	unnerve	déconcerter	unnerv	déconcert	40
6055	unnoticeable	imperceptible	unnotic	imperceptibl	21
6056	unobjectionable	irréprochable	unobjection	irréproch	20
6057	unobservable	inobservable	unobserv	inobserv	88
6058	unobtainable	impossible à obtenir	unobtain	impossible à obten	31
6059	unobtrusive	discret	unobtrus	discret	13
6060	unpalatable	désagréable	unpalat	désagré	14
6061	unpardonable	impardonnable	unpardon	impardon	75
6062	unpersuasive	peu convaincant	unpersuas	peu convainc	38
6063	unplayable	injouable	unplay	injou	18
6064	unportable	importable	unport	import	67
6065	unpredictable	imprévisible	unpredict	imprévisibl	30
6066	unprintable	non imprimable	unprint	non imprim	47
6067	unproductive	improductif	unproduct	improduct	78
6068	unprofitable	peu rentable	unprofit	peu rent	38
6069	unpronounceable	imprononçable	unpronounc	imprononc	74
6070	unprovable	indémontrable	unprov	indémontr	27
6071	unpublishable	non publiable	unpublish	non publi	67
6072	unquantifiable	non quantifiable	unquantifi	non quantifi	82
6073	unquenchable	inextinguible	unquench	inextinguibl	10
6074	unquestionable	incontestable	unquestion	incontest	42
6075	unquote	fin de citation	unquot	fin de cit	25
6076	unraisable	inestimable	unrais	inestim	31
6077	unreachable	inaccessible	unreach	inaccessibl	33
6078	unreadable	illisible	unread	illisibl	0
6079	unrealisable	irréalisable	unrealis	irréalis	62
6080	unreasonable	déraisonnable	unreason	déraison	62
6081	unreceptive	insensible	unrecept	insensibl	24
6082	unrecognisable	méconnaissable	unrecognis	méconnaiss	50
6083	unrecoverable	irrécupérable	unrecover	irrécuper	33
6084	unregenerate	non régénéré	unregener	non régéner	60
6085	unreleasable	indélébile	unreleas	indélébil	24
6086	unreliable	non fiable	unreli	non fiabl	27
6087	unremarkable	banal	unremark	banal	31
6088	unrepairable	irréparable	unrepair	irrépar	53
6089	unrepeatable	irremplaçable	unrepeat	irremplac	47
6090	unrepresentable	irreprésentable	unrepresent	irreprésent	73
6091	unrepresentative	non représentatif	unrepres	non représent	57
6092	unreproducible	non reproductible	unreproduc	non reproductibl	69
6093	unresolvable	insoluble	unresolv	insolubl	50
6094	unresponsive	insensible	unrespons	insensibl	22
6095	unriddle	éclaircir	unriddl	éclairc	14
6096	unripe	vert	unrip	vert	22
6097	unsafe	peu sûr	unsaf	peu sûr	33
6098	unsaleable	invendable	unsal	invend	18
6099	unsatisfiable	insatisfaisant	unsatisfi	insatisfais	80
6100	unscramble	déchiffrer	unscrambl	déchiffr	24
6101	unsealable	invendable	unseal	invend	33
6102	unseasonable	hors de saison	unseason	hors de saison	55
6103	unsellable	invendable	unsel	invend	36
6104	unserviceable	inutilisable	unservic	inutilis	25
6105	unsettle	ébranler	unsettl	ébranl	31
6106	unshakable	inébranlable	unshak	inébranl	29
6107	unshakeable	indéfectible	unshak	indéfectibl	12
6108	unsharable	inébranlable	unshar	inébranl	29
6109	unshockable	non choquable	unshock	non choqu	38
6110	unsinkable	insubmersible	unsink	insubmersibl	33
6111	unsociable	insociable	unsoci	insoci	83
6112	unsolvable	insoluble	unsolv	insolubl	57
6113	unspeakable	indicible	unspeak	indicibl	13
6114	unstable	instable	unstabl	instabl	86
6115	unstoppable	inarrêtable	unstopp	inarrêt	29
6116	unstretchable	non extensible	unstretch	non extensibl	18
6117	unsubtle	peu subtile	unsubtl	peu subtil	71
6118	unsuitable	inapproprié	unsuit	inappropri	25
6119	unsupportable	non supportable	unsupport	non support	80
6120	unsure	incertain	unsur	incertain	29
6121	unsurpassable	insurpassable	unsurpass	insurpass	89
6122	unsurvivable	insurmontable	unsurviv	insurmont	47
6123	unsustainable	insoutenable	unsustain	insouten	59
6124	unswappable	non échangeable	unswapp	non échange	22
6125	untangle	démêler	untangl	démêl	17
6126	untenable	intenable	unten	inten	80
6127	untestable	non testable	untest	non test	71
6128	unthinkable	impensable	unthink	impens	15
6129	untie	délier	unti	déli	25
6130	untouchable	intouchable	untouch	intouch	86
6131	untraceable	introuvable	untrac	introuv	46
6132	untranslatable	intraduisible	untranslat	intraduisibl	55
6133	untransportable	intransportable	untransport	intransport	91
6134	untrappable	insurmontable	untrapp	insurmont	38
6135	untreatable	incurable	untreat	incur	33
6136	untrue	faux	untru	faux	22
6137	unusable	inutilisable	unus	inutilis	50
6138	unutterable	indicible	unutter	indicibl	13
6139	unverifiable	invérifiable	unverifi	invérifi	75
6140	unvisitable	non visible	unvisit	non visibl	59
6141	unwarrantable	injustifiable	unwarrant	injustifi	22
6142	unwatchable	inattaquable	unwatch	inattaqu	40
6143	unwedge	désengager	unwedg	désengag	29
6144	unwelcome	importun	unwelcom	importun	25
6145	unwholesome	malsain	unwholesom	malsain	12
6146	unwindable	déroulable	unwind	déroul	17
6147	unwise	imprudent	unwis	imprudent	29
6148	unworkable	impraticable	unwork	impratic	14
6149	update	mettre à jour	updat	mettre à jour	11
6150	upgradable	évolutif	upgrad	évolut	17
6151	upgrade	améliorer	upgrad	amélior	15
6152	upgradeable	évolutif	upgrad	évolut	17
6153	uppercase	majuscule	uppercas	majuscul	25
6154	uprate	remonter	uprat	remont	36
6155	uprise	soulèvement	upris	soulev	18
6156	upside	à l'envers	upsid	à l'enver	0
6157	upstage	en haut	upstag	en haut	31
6158	upsurge	recrudescence	upsurg	recrudescent	22
6159	uptake	assimilation	uptak	assimil	17
6160	uptotheminute	jusqu'à la minute	uptotheminut	jusqu'à la minut	43
6161	urbane	urbain	urban	urbain	91
6162	urbanise	urbaniser	urbanis	urbanis	100
6163	urethane	uréthane	urethan	uréthan	86
6164	urethrae	urètre	urethra	uretr	83
6165	urge	exhorter	urg	exhort	22
6166	urine	urine	urin	urin	100
6167	ursine	ourse	ursin	ours	67
6168	usable	utilisable	usabl	utilis	36
6169	usage	usage	usag	usag	100
6170	use	utilisation	use	utilis	44
6171	useable	utilisable	useabl	utilis	33
6172	usherette	ouvreuse	usherett	ouvreux	40
6173	uterine	utérin	uterin	utérin	83
6174	utilise	utiliser	utilis	utilis	100
6175	utterance	énonciation	utter	énonci	0
6176	vacate	quitter	vacat	quitt	20
6177	vaccinate	vacciner	vaccin	vaccin	100
6178	vaccine	vaccin	vaccin	vaccin	100
6179	vacillate	vaciller	vacil	vacill	91
6180	vacuole	vacuole	vacuol	vacuol	100
6181	vague	vague	vagu	vagu	100
6182	valance	lambrequin	valanc	lambrequin	38
6183	vale	vallée	vale	vall	75
6184	valence	valence	valenc	valenc	100
6185	valentine	Valentin	valentin	valentin	100
6186	validate	valider	valid	valid	100
6187	valise	valise	valis	valis	100
6188	valuable	précieux	valuabl	précieux	13
6189	value	évaluer	valu	évalu	89
6190	valve	soupape	valv	soupap	20
6191	vampire	vampire	vampir	vampir	100
6192	vandalise	vandaliser	vandalis	vandalis	100
6193	vane	girouette	vane	girouet	18
6194	vantage	avantage	vantag	avantag	92
6195	vaporise	vaporiser	vaporis	vaporis	100
6196	variable	variable	variabl	variabl	100
6197	variance	variance	varianc	varianc	100
6198	variate	varier	variat	vari	80
6199	varicose	variqueux	varicos	variqu	62
6200	vase	vase	vase	vas	86
6201	vaseline	vaseline	vaselin	vaselin	100
6202	vassalage	vassalité	vassalag	vassal	86
6203	vegetable	légume	veget	légum	20
6204	vegetate	végéter	veget	véget	80
6205	vegetative	végétatif	veget	véget	80
6206	vegetive	végétale	veget	végétal	50
6207	vehemence	véhémence	vehem	véhément	31
6208	vehicle	véhicule	vehicl	véhicul	77
6209	velocipede	vélocipède	velociped	vélociped	89
6210	velodrome	vélodrome	velodrom	vélodrom	88
6211	venerable	vénérable	vener	véner	80
6212	venerate	vénérer	vener	véner	80
6213	vengeance	vengeance	vengeanc	vengeanc	100
6214	venice	venise	venic	venis	80
6215	venose	veineux	venos	veineux	50
6216	ventilate	ventiler	ventil	ventil	100
6217	ventricle	ventricule	ventricl	ventricul	94
6218	venture	entreprise	ventur	entrepris	53
6219	venturesome	aventureux	venturesom	aventur	71
6220	venue	lieu	venu	lieu	50
6221	verbalise	verbaliser	verbalis	verbalis	100
6222	verbiage	verbiage	verbiag	verbiag	100
6223	verbose	verbeux	verbos	verbeux	62
6224	verdure	verdure	verdur	verdur	100
6225	verge	bord	verg	bord	25
6226	verifiable	vérifiable	verifi	vérifi	83
6227	verisimilitude	vraisemblance	verisimilitud	vraisembl	55
6228	veritable	véritable	verit	vérit	80
6229	versatile	polyvalent	versatil	polyvalent	33
6230	verse	verset	vers	verset	80
6231	versicle	versicle	versicl	versicl	100
6232	vertebrae	vertèbres	vertebra	vertebr	93
6233	vertebrate	vertébré	vertebr	vertebr	100
6234	verve	verve	verv	verv	100
6235	vesicle	vésicule	vesicl	vésicul	77
6236	vestibule	vestibule	vestibul	vestibul	100
6237	vestige	vestige	vestig	vestig	100
6238	viable	viable	viabl	viabl	100
6239	vibrate	vibrer	vibrat	vibr	80
6240	vicarage	presbytère	vicarag	presbyter	12
6241	vice	vice	vice	vic	86
6242	vicissitude	vicissitudes	vicissitud	vicissitud	100
6243	victimise	victimiser	victimis	victimis	100
6244	videophone	visiophone	videophon	visiophon	78
6245	videotape	cassette vidéo	videotap	cassette vidéo	36
6246	vie	vie	vie	vi	80
6247	viewable	visible	viewabl	visibl	62
6248	vigilance	vigilance	vigil	vigil	100
6249	vigilante	justicier	vigilant	justici	27
6250	vignette	vignette	vignett	vignet	92
6251	vile	vil	vile	vil	86
6252	village	village	villag	villag	100
6253	vindicate	justifier	vindic	justifi	31
6254	vindictive	vindicatif	vindict	vindiqu	71
6255	vine	vigne	vine	vign	75
6256	vintage	vintage	vintag	vintag	100
6257	violate	violer	violat	viol	80
6258	violence	la violence	violenc	la violent	71
6259	virile	virile	viril	viril	100
6260	virtue	vertu	virtu	vertu	80
6261	virulence	virulence	virul	virulent	77
6262	visage	visage	visag	visag	100
6263	viscose	viscose	viscos	viscos	100
6264	vise	vice	vise	vic	57
6265	visible	visible	visibl	visibl	100
6266	visitable	visitable	visit	visit	100
6267	visualise	visualiser	visualis	visualis	100
6268	vitalise	vitaliser	vitalis	vitalis	100
6269	vitiate	vicier	vitiat	vici	60
6270	vituperate	vitupérer	vituper	vituper	100
6271	vituperative	vitupératif	vitup	vituper	83
6272	vocalise	vocaliser	vocalis	vocalis	100
6273	vocative	vocatif	voc	vocat	75
6274	vogue	vogue	vogu	vogu	100
6275	voice	voix	voic	voix	75
6276	voidable	annulable	voidabl	annul	33
6277	voile	voile	voil	voil	100
6278	volatile	volatil	volatil	volatil	100
6279	vole	campagnol	vole	campagnol	31
6280	voltage	Tension	voltag	tension	15
6281	voluble	volubile	volubl	volubil	92
6282	volume	le volume	volum	le volum	77
6283	volute	volute	volut	volut	100
6284	vote	voter	vote	vot	86
6285	votive	votif	votiv	votif	80
6286	vouchsafe	accorder	vouchsaf	accord	14
6287	voyage	voyage	voyag	voyag	100
6288	vulcanise	vulcaniser	vulcanis	vulcanis	100
6289	vulgate	Vulgate	vulgat	vulgat	100
6290	vulnerable	vulnérable	vulner	vulner	100
6291	vulpine	vulpin	vulpin	vulpin	100
6292	vulture	vautour	vultur	vautour	77
6293	waddle	se dandiner	waddl	se dandin	29
6294	wade	patauger	wade	pataug	20
6295	waffle	gaufre	waffl	gaufr	40
6296	wafture	wafture	waftur	waftur	100
6297	wage	salaire	wage	salair	20
6298	waggle	remuer	waggl	remu	0
6299	waistline	taille	waistlin	taill	46
6300	waive	renoncer à	waiv	renoncer à	0
6301	wake	se réveiller	wake	se réveil	15
6302	walkable	praticable	walkabl	pratic	15
6303	walkietalkie	talkie walkie	walkietalki	talkie walk	73
6304	wane	décliner	wane	déclin	20
6305	warble	gazouillis	warbl	gazouill	31
6306	wardrobe	penderie	wardrob	pender	15
6307	ware	articles	ware	articl	40
6308	warehouse	dépot	warehous	dépot	15
6309	warfare	guerre	warfar	guerr	36
6310	warhorse	Cheval de bataille	warhors	cheval de bataill	8
6311	warlike	guerrier	warlik	guerri	33
6312	wartime	temps de guerre	wartim	temps de guerr	10
6313	washable	lavable	washabl	lavabl	62
6314	wastage	gaspillage	wastag	gaspillag	53
6315	waste	déchets	wast	déchet	20
6316	watchable	regardable	watchabl	regard	14
6317	watercourse	cours d'eau	watercours	cours d'eau	48
6318	waterhole	point d'eau	waterhol	point d'eau	11
6319	waterline	ligne de flottaison	waterlin	ligne de flottaison	22
